,Unnamed: 0,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
632,633,boat,10.296,0.0361,157.872,157.872,10.296,45.29600000000001,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,147.57600000000002
631,632,boat,10.296,0.0023,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,44.616
591,592,boat,10.296,0.0023,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,44.616
584,585,boat,10.296,0.0051,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0051,1.0266,2916.6666,7.978196667826407,147.57600000000002
992,993,boat,10.296,0.6817,61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,51.480000000000004
587,588,beach,10.296,0.0678,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666,7.978196667826407,0.0
644,645,boat,10.296,0.0613,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,44.616
585,586,boat,10.296,0.0156,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,147.57600000000002
548,549,pier,10.534,0.0789,10.534,10.534,13.74,42.74,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
53,54,boat,10.534,0.0361,70.074,70.074,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,59.54
305,306,beach,11.186,0.0678,11.186,11.186,11.186,36.186,0.0678,0.0503,0.2601,0.5391,2083.3332,7.641724390062335,0.0
49,50,beach,11.322,0.0678,11.322,11.322,93.092,122.092,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
230,231,pier,11.322,0.0503,11.322,11.322,11.322,36.322,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
18,19,boat,11.322,0.0361,211.344,211.344,11.322,46.322,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,200.022
19,20,boat,11.322,0.1574,49.062,49.062,11.322,35.322,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,37.739999999999995
241,242,boat,11.322,0.0276,11.322,11.322,11.322,36.322,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
405,406,boat,11.352,0.0361,58.05,58.05,11.352,46.352,0.5333,0.0069,0.0361,0.4216,416.66668,6.0322865736282365,46.69799999999999
1022,1023,beach,11.45,0.5333,11.45,11.45,67.32600000000001,102.326,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,0.0
1035,1036,beach,11.45,0.5333,11.45,11.45,67.32600000000001,102.326,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,0.0
267,268,boat,12.58,0.0276,12.58,12.58,12.58,37.58,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
1000,1001,boat,12.696,0.0531,76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,63.480000000000004
1051,1052,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
1054,1055,beach,12.696,0.5333,12.696,12.696,179.86,214.86,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,0.0
1076,1077,pier,12.696,0.4522,12.696,12.696,179.86,214.86,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,0.0
576,577,boat,12.696,0.0023,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,55.016000000000005
1005,1006,boat,12.696,0.6817,76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,63.480000000000004
944,945,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
928,929,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
618,619,boat,12.696,0.1574,67.712,67.712,12.696,36.696,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,55.016000000000005
562,563,boat,12.696,0.0002,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0002,0.0021,3749.9999,8.22951109229779,55.016000000000005
563,564,boat,12.696,0.0613,67.712,67.712,12.696,36.696,0.1049,0.0079,0.0613,0.3087,3749.9999,8.22951109229779,55.016000000000005
566,567,pier,12.696,0.0789,12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
924,925,beach,12.696,0.5333,12.696,12.696,179.86,214.86,0.5333,0.4522,0.0051,1.0266,3749.9999,8.22951109229779,0.0
641,642,pier,12.696,0.0789,12.696,12.696,57.132,86.132,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,0.0
987,988,boat,12.696,0.7369,76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,63.480000000000004
866,867,boat,12.87,0.0559,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,66.92399999999999
670,671,boat,12.87,0.0108,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,55.77
896,897,pier,12.87,0.4522,12.87,12.87,158.73,193.73,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
898,899,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
770,771,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666,7.978196667826407,0.0
821,822,beach,12.87,0.2537,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
909,910,boat,12.87,0.6817,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.776
902,903,boat,12.87,0.6817,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,61.776
818,819,beach,12.87,0.2537,12.87,12.87,55.77,74.27,0.2537,0.1498,0.0082,0.0044,2916.6666,7.978196667826407,0.0
686,687,beach,12.87,0.2537,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
695,696,beach,12.87,0.2537,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0082,0.0044,2916.6666,7.978196667826407,0.0
714,715,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
715,716,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666,7.978196667826407,0.0
749,750,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
751,752,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666,7.978196667826407,0.0
899,900,boat,12.87,0.7369,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,61.776
766,767,pier,12.87,0.1498,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666,7.978196667826407,0.0
824,825,beach,12.87,0.2537,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
840,841,boat,12.87,0.1082,151.00799999999998,151.00799999999998,12.87,42.37,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,138.13799999999998
910,911,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
351,352,boat,12.87,0.0276,12.87,12.87,12.87,37.87,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
861,862,boat,12.87,0.0102,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666,7.978196667826407,66.92399999999999
883,884,boat,12.87,0.7369,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,61.776
356,357,boat,12.87,0.2601,12.87,12.87,12.87,37.87,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,0.0
857,858,pier,12.87,0.1498,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
810,811,pier,12.87,0.1498,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
889,890,boat,12.87,0.0531,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.776
843,844,pier,12.87,0.1498,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
68,69,boat,13.122,0.2413,244.944,244.944,13.122,48.122,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,231.822
73,74,boat,13.122,0.0361,244.944,244.944,13.122,48.122,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,231.822
58,59,boat,13.122,0.0156,244.944,244.944,13.122,48.122,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,231.822
443,444,pier,13.282,0.0789,13.282,13.282,13.282,42.282,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
278,279,beach,13.29,0.0678,13.29,13.29,13.29,42.29,0.0678,0.0789,0.1643,0.0041,10416.666,9.251162302496436,0.0
327,328,pier,13.29,0.0503,13.29,13.29,13.29,38.29,0.0678,0.0503,0.2601,0.5391,10416.666,9.251162302496436,0.0
800,801,boat,13.74,0.0559,29.77,29.77,13.74,48.74,0.0678,0.0789,0.0559,0.6456,1249.9998,7.130898670296334,16.03
256,257,pier,13.818,0.0025,13.818,13.818,13.818,42.818000000000005,0.0678,0.0025,0.0499,0.2421,2083.3332,7.641724390062335,0.0
956,957,beach,14.198,0.5333,14.198,14.198,92.058,127.058,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,0.0
974,975,boat,14.198,0.0531,47.174,47.174,14.198,39.198,0.2537,0.1498,0.0531,0.0052,1249.9998,7.130898670296334,32.976
980,981,beach,14.476,0.2537,14.476,14.476,62.51,81.01,0.2537,0.1498,0.0233,0.0219,2083.3332,7.641724390062335,0.0
244,245,boat,14.58,0.2601,14.58,14.58,14.58,39.58,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,0.0
74,75,boat,14.922,0.0023,64.66199999999999,64.66199999999999,14.922,38.922,0.1049,0.0451,0.0023,0.0046,6250.0013,8.740336950730425,49.739999999999995
1003,1004,boat,15.095999999999998,0.0531,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,75.47999999999999
1048,1049,pier,15.095999999999998,0.4522,15.095999999999998,15.095999999999998,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,0.0
592,593,boat,15.095999999999998,0.0156,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,216.376
993,994,pier,15.095999999999998,0.4522,15.095999999999998,15.095999999999998,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,0.0
1089,1090,boat,15.095999999999998,0.0531,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,75.47999999999999
586,587,boat,15.095999999999998,0.1574,80.512,80.512,15.095999999999998,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,65.416
575,576,boat,15.095999999999998,0.0613,80.512,80.512,15.095999999999998,39.096,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,65.416
653,654,boat,15.095999999999998,0.0156,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,216.376
941,942,beach,15.095999999999998,0.5333,15.095999999999998,15.095999999999998,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,0.0
936,937,beach,15.095999999999998,0.5333,15.095999999999998,15.095999999999998,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,0.0
934,935,boat,15.095999999999998,0.7369,90.576,90.576,15.095999999999998,40.096,0.2537,0.1498,0.7369,2.3101,4583.332,8.430181523517474,75.47999999999999
598,599,boat,15.095999999999998,0.1574,80.512,80.512,15.095999999999998,39.096,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,65.416
42,43,boat,15.095999999999998,0.2413,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,216.376
550,551,beach,15.134,0.0678,15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
13,14,pier,15.134,0.0789,15.134,15.134,55.93,84.93,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,0.0
22,23,boat,15.134,0.1665,100.674,100.674,15.134,50.13399999999999,0.5333,0.4522,0.1665,0.3975,2083.3332,7.641724390062335,85.54
626,627,beach,15.134,0.0678,15.134,15.134,19.74,48.74,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
606,607,boat,15.134,0.2413,136.864,136.864,15.134,50.13399999999999,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,121.73
3,4,pier,15.134,0.0789,15.134,15.134,55.93,84.93,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
165,166,beach,15.572,0.0678,15.572,15.572,38.014,67.014,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
1118,1119,boat,15.79,0.7369,180.00599999999997,180.00599999999997,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998,9.43348376329038,164.21599999999998
1099,1100,boat,15.792,0.0531,63.168,63.168,15.792,40.792,0.2537,0.1498,0.0531,0.0052,2083.3332,7.641724390062335,47.376
731,732,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
748,749,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
265,266,pier,15.87,0.0503,15.87,15.87,15.87,40.87,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,0.0
755,756,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
710,711,pier,15.87,0.1498,15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
705,706,pier,15.87,0.1498,15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
1042,1043,beach,15.87,0.5333,15.87,15.87,195.73,230.73,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,0.0
693,694,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
763,764,boat,15.87,0.0143,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,144.946
835,836,boat,15.87,0.0559,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,82.524
842,843,boat,15.87,0.0559,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,82.524
859,860,beach,15.87,0.2537,15.87,15.87,68.77,87.27,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
895,896,beach,15.87,0.5333,15.87,15.87,195.73,230.73,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,0.0
673,674,boat,15.87,0.0102,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,68.77
671,672,boat,15.87,0.0143,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999,8.22951109229779,144.946
921,922,boat,15.87,0.6817,92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999,8.22951109229779,76.176
737,738,boat,15.87,0.0897,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999,8.22951109229779,68.77
759,760,beach,15.87,0.2537,15.87,15.87,52.9,71.4,0.2537,0.1498,0.2339,0.6288,3749.9999,8.22951109229779,0.0
744,745,pier,15.87,0.1498,15.87,15.87,52.9,71.4,0.2537,0.1498,0.0233,0.0219,3749.9999,8.22951109229779,0.0
358,359,boat,15.87,0.2601,15.87,15.87,15.87,40.87,0.0678,0.0503,0.2601,0.5391,3749.9999,8.22951109229779,0.0
1019,1020,boat,16.45,0.6817,25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332,7.641724390062335,9.212
1059,1060,pier,16.488,0.4522,16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,0.0
1095,1096,pier,16.488,0.4522,16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,0.0
11,12,boat,16.722,0.2413,312.144,312.144,16.722,51.722,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,295.422
108,109,pier,16.77,0.0789,16.77,16.77,32.766,61.766000000000005,0.0678,0.0789,0.1643,0.5391,416.66668,6.0322865736282365,0.0
948,949,boat,17.496,0.6817,104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667,8.59723590524362,87.48
946,947,beach,17.496,0.5333,17.496,17.496,247.86,282.86,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,0.0
997,998,beach,17.496,0.5333,17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,0.0
1093,1094,beach,17.496,0.5333,17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,0.0
658,659,boat,17.496,0.2413,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,250.77599999999998
638,639,pier,17.496,0.0025,17.496,17.496,78.732,107.732,0.0678,0.0025,0.0499,0.2421,5416.6667,8.59723590524362,0.0
619,620,boat,17.496,0.0238,93.312,93.312,17.496,41.496,0.1049,0.0451,0.0238,0.0468,5416.6667,8.59723590524362,75.816
573,574,boat,17.496,0.1574,93.312,93.312,17.496,41.496,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,75.816
560,561,beach,17.496,0.0678,17.496,17.496,78.732,107.732,0.0678,0.0789,0.0014,0.0029,5416.6667,8.59723590524362,0.0
546,547,boat,17.496,0.2413,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,250.77599999999998
593,594,boat,17.496,0.0361,268.272,268.272,17.496,52.496,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,250.77599999999998
1034,1035,pier,17.862000000000002,0.1498,17.862000000000002,17.862000000000002,54.502,73.002,0.2537,0.1498,0.0233,0.0219,1249.9998,7.130898670296334,0.0
1032,1033,boat,17.862000000000002,0.0897,67.32600000000001,67.32600000000001,17.862000000000002,52.862,0.0678,0.0789,0.0897,1.0905,1249.9998,7.130898670296334,49.464000000000006
12,13,pier,17.862000000000002,0.0451,17.862000000000002,17.862000000000002,4.122,28.122,0.1049,0.0451,0.0023,0.0046,1249.9998,7.130898670296334,0.0
232,233,boat,17.986,0.0014,17.986,17.986,17.986,46.986,0.0678,0.0789,0.0014,0.0029,3749.9999,8.22951109229779,0.0
706,707,boat,18.87,0.0143,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,202.53799999999998
669,670,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
852,853,boat,18.87,0.0143,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,202.53799999999998
885,886,pier,18.87,0.4522,18.87,18.87,232.73,267.73,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,0.0
916,917,boat,18.87,0.0531,109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4583.332,8.430181523517474,90.576
742,743,beach,18.87,0.2537,18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332,8.430181523517474,0.0
734,735,pier,18.87,0.1498,18.87,18.87,62.9,81.4,0.2537,0.1498,0.0233,0.0219,4583.332,8.430181523517474,0.0
726,727,boat,18.87,0.0732,191.216,191.216,18.87,48.37,0.0678,0.0052,0.0732,0.1726,4583.332,8.430181523517474,172.346
665,666,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
711,712,beach,18.87,0.2537,18.87,18.87,81.77,100.27,0.2537,0.1498,0.2339,0.6288,4583.332,8.430181523517474,0.0
681,682,boat,18.87,0.0102,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,81.77
703,704,boat,18.87,0.0559,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,81.77
736,737,boat,18.87,0.0108,100.64,100.64,18.87,53.87,0.0678,0.0025,0.0108,0.2377,4583.332,8.430181523517474,81.77
682,683,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
689,690,pier,18.87,0.1498,18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332,8.430181523517474,0.0
823,824,boat,18.87,0.0102,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332,8.430181523517474,98.124
679,680,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
692,693,boat,18.87,0.0143,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,172.346
701,702,boat,18.87,0.0559,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,81.77
1159,1160,beach,18.876,0.2537,18.876,18.876,81.51,100.01,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
614,615,boat,19.734,0.2413,178.46400000000003,178.46400000000003,19.734,54.734,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,158.73000000000002
100,101,beach,19.74,0.2537,19.74,19.74,23.688,42.188,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,0.0
927,928,beach,19.896,0.5333,19.896,19.896,281.86,316.86,0.5333,0.4522,0.2413,1.0266,6250.0013,8.740336950730425,0.0
542,543,boat,19.896,0.0361,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,285.176
991,992,boat,19.896,0.6817,119.376,119.376,19.896,44.896,0.2537,0.1498,0.6817,2.3014,6250.0013,8.740336950730425,99.48
45,46,pier,19.896,0.0789,19.896,19.896,89.53200000000001,118.532,0.0678,0.0789,0.0014,0.0029,6250.0013,8.740336950730425,0.0
543,544,boat,19.896,0.0361,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,285.176
569,570,boat,19.896,0.0023,106.112,106.112,19.896,43.896,0.1049,0.0451,0.0023,0.0046,6250.0013,8.740336950730425,86.216
434,435,pier,20.152,0.0789,20.152,20.152,20.152,49.152,0.0678,0.0789,0.1643,0.5391,1249.9998,7.130898670296334,0.0
973,974,pier,20.398,0.4522,20.398,20.398,132.25799999999998,167.25799999999998,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,0.0
959,960,pier,20.398,0.4522,20.398,20.398,132.25799999999998,167.25799999999998,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,0.0
1100,1101,boat,20.592,0.0531,82.368,82.368,20.592,45.592,0.2537,0.1498,0.0531,0.0052,2916.6666,7.978196667826407,61.775999999999996
251,252,boat,20.61,0.2413,135.11,135.11,20.61,55.61,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,114.50000000000001
371,372,pier,20.898000000000003,0.0789,20.898000000000003,20.898000000000003,20.898000000000003,49.898,0.0678,0.0789,0.1643,0.5391,416.66668,6.0322865736282365,0.0
236,237,beach,21.386,0.0678,21.386,21.386,21.386,46.386,0.0678,0.0052,0.1491,0.2421,4583.332,8.430181523517474,0.0
1033,1034,boat,21.45,0.7369,33.462,33.462,21.45,46.45,0.2537,0.1498,0.7369,2.3101,2916.6666,7.978196667826407,12.012000000000004
1030,1031,beach,21.45,0.5333,21.45,21.45,126.126,161.126,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,0.0
193,194,pier,21.714,0.1498,21.714,21.714,21.714,40.214,0.2537,0.1498,0.2339,0.6288,2083.3332,7.641724390062335,0.0
855,856,boat,21.87,0.0143,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,234.738
865,866,pier,21.87,0.1498,21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667,8.59723590524362,0.0
844,845,beach,21.87,0.2537,21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667,8.59723590524362,0.0
863,864,boat,21.87,0.1082,256.608,256.608,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667,8.59723590524362,234.738
841,842,boat,21.87,0.0143,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,234.738
767,768,boat,21.87,0.1082,221.616,221.616,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667,8.59723590524362,199.746
764,765,boat,21.87,0.0102,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,94.77
730,731,boat,21.87,0.0559,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667,8.59723590524362,94.77
696,697,boat,21.87,0.0897,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,94.77
724,725,boat,21.87,0.0143,221.616,221.616,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667,8.59723590524362,199.746
713,714,beach,21.87,0.2537,21.87,21.87,72.9,91.4,0.2537,0.1498,0.2339,0.6288,5416.6667,8.59723590524362,0.0
616,617,pier,22.296,0.0789,22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7083.3317,8.86549965509619,0.0
570,571,pier,22.296,0.0789,22.296,22.296,100.332,129.332,0.0678,0.0789,0.1643,0.5391,7083.3317,8.86549965509619,0.0
597,598,boat,22.296,0.0361,341.872,341.872,22.296,57.29600000000001,0.5333,0.0069,0.0361,0.4216,7083.3317,8.86549965509619,319.576
930,931,boat,22.296,0.6817,133.776,133.776,22.296,47.29600000000001,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,111.48000000000002
173,174,beach,22.372,0.0678,22.372,22.372,54.614,83.61399999999999,0.0678,0.0789,0.1643,0.5391,2083.3332,7.641724390062335,0.0
1163,1164,pier,23.276,0.1498,23.276,23.276,100.51,119.01,0.2537,0.1498,0.0082,0.0044,3749.9999,8.22951109229779,0.0
